date,trip_year,trip_month,trip_day,weekday,n_trips,n_csl_trips,prop_lobster,all_all,csl_all,all_hook_and_line,all_spear_or_hand,all_nets,all_traps,all_unknown,all_diving,all_combined_gears,csl_spear_or_hand,csl_traps,csl_nets,csl_hook_and_line,csl_unknown,csl_diving,csl_combined_gears,year,is_sunday
1989-07-05,1989,7,5,Wednesday,16,0,0,1037,0,168,98,20,751,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-06,1989,7,6,Thursday,10,3,0.3,404,42,16,50,102,201,0,35,0,0,7,0,0,0,35,0,1989,0
1989-07-07,1989,7,7,Friday,18,0,0,1152,0,247,0,144,761,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-08,1989,7,8,Saturday,27,0,0,1565,0,302,107,154,1002,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-09,1989,7,9,Sunday,4,0,0,86,0,0,0,6,80,0,0,0,0,0,0,0,0,0,0,1989,1
1989-07-10,1989,7,10,Monday,8,0,0,456,0,21,0,100,335,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-11,1989,7,11,Tuesday,12,0,0,788,0,89,0,50,549,0,100,0,0,0,0,0,0,0,0,1989,0
1989-07-12,1989,7,12,Wednesday,18,0,0,1102,0,98,0,37,922,0,45,0,0,0,0,0,0,0,0,1989,0
1989-07-13,1989,7,13,Thursday,5,0,0,227,0,72,17,63,40,0,35,0,0,0,0,0,0,0,0,1989,0
1989-07-14,1989,7,14,Friday,18,3,0.166666667,1119,62,97,0,169,716,0,137,0,0,5,0,0,0,57,0,1989,0
1989-07-15,1989,7,15,Saturday,23,0,0,1333,0,176,0,114,1043,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-16,1989,7,16,Sunday,9,0,0,352,0,0,0,75,277,0,0,0,0,0,0,0,0,0,0,1989,1
1989-07-17,1989,7,17,Monday,12,0,0,1013,0,73,91,0,749,0,100,0,0,0,0,0,0,0,0,1989,0
1989-07-18,1989,7,18,Tuesday,9,0,0,350,0,105,72,15,158,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-19,1989,7,19,Wednesday,12,0,0,733,0,61,0,94,578,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-20,1989,7,20,Thursday,7,0,0,288,0,38,0,0,250,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-21,1989,7,21,Friday,19,0,0,1123,0,71,163,104,705,0,80,0,0,0,0,0,0,0,0,1989,0
1989-07-22,1989,7,22,Saturday,26,0,0,1445,0,222,34,93,1069,0,27,0,0,0,0,0,0,0,0,1989,0
1989-07-23,1989,7,23,Sunday,6,0,0,217,0,0,0,105,82,0,30,0,0,0,0,0,0,0,0,1989,1
1989-07-24,1989,7,24,Monday,13,0,0,997,0,55,0,0,842,0,100,0,0,0,0,0,0,0,0,1989,0
1989-07-25,1989,7,25,Tuesday,8,0,0,353,0,61,0,0,292,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-26,1989,7,26,Wednesday,13,0,0,530,0,92,30,12,396,0,0,0,0,0,0,0,0,0,0,1989,0
1989-07-27,1989,7,27,Thursday,11,0,0,575,0,62,31,119,248,0,115,0,0,0,0,0,0,0,0,1989,0
1989-07-28,1989,7,28,Friday,17,0,0,1094,0,74,0,177,811,0,32,0,0,0,0,0,0,0,0,1989,0
1989-07-29,1989,7,29,Saturday,21,0,0,1214,0,197,12,109,855,0,41,0,0,0,0,0,0,0,0,1989,0
1989-07-30,1989,7,30,Sunday,4,0,0,370,0,0,0,0,270,0,100,0,0,0,0,0,0,0,0,1989,1
1989-07-31,1989,7,31,Monday,6,0,0,481,0,0,0,15,466,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-01,1989,8,1,Tuesday,11,0,0,720,0,124,0,0,516,0,80,0,0,0,0,0,0,0,0,1989,0
1989-08-02,1989,8,2,Wednesday,14,0,0,798,0,87,75,30,591,0,15,0,0,0,0,0,0,0,0,1989,0
1989-08-03,1989,8,3,Thursday,9,0,0,516,0,109,35,52,220,0,100,0,0,0,0,0,0,0,0,1989,0
1989-08-04,1989,8,4,Friday,11,0,0,662,0,151,17,75,374,0,45,0,0,0,0,0,0,0,0,1989,0
1989-08-05,1989,8,5,Saturday,25,0,0,1528,0,205,0,20,1223,0,80,0,0,0,0,0,0,0,0,1989,0
1989-08-06,1989,8,6,Sunday,9,0,0,491,0,186,40,43,222,0,0,0,0,0,0,0,0,0,0,1989,1
1989-08-07,1989,8,7,Monday,10,0,0,697,0,79,50,60,466,0,42,0,0,0,0,0,0,0,0,1989,0
1989-08-08,1989,8,8,Tuesday,11,0,0,861,0,84,112,198,387,0,80,0,0,0,0,0,0,0,0,1989,0
1989-08-09,1989,8,9,Wednesday,14,0,0,864,0,40,156,0,608,0,60,0,0,0,0,0,0,0,0,1989,0
1989-08-10,1989,8,10,Thursday,6,0,0,389,0,79,0,50,180,0,80,0,0,0,0,0,0,0,0,1989,0
1989-08-11,1989,8,11,Friday,12,0,0,742,0,54,0,170,518,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-12,1989,8,12,Saturday,27,0,0,1568,0,289,35,52,1092,0,100,0,0,0,0,0,0,0,0,1989,0
1989-08-13,1989,8,13,Sunday,8,0,0,370,0,0,12,31,295,0,32,0,0,0,0,0,0,0,0,1989,1
1989-08-14,1989,8,14,Monday,10,0,0,723,0,117,0,134,472,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-15,1989,8,15,Tuesday,11,0,0,636,0,89,31,0,475,0,41,0,0,0,0,0,0,0,0,1989,0
1989-08-16,1989,8,16,Wednesday,11,0,0,644,0,17,50,0,547,0,30,0,0,0,0,0,0,0,0,1989,0
1989-08-17,1989,8,17,Thursday,6,0,0,391,0,72,0,15,224,0,80,0,0,0,0,0,0,0,0,1989,0
1989-08-18,1989,8,18,Friday,13,0,0,714,0,171,130,168,245,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-19,1989,8,19,Saturday,28,0,0,2051,0,217,0,15,1739,0,80,0,0,0,0,0,0,0,0,1989,0
1989-08-20,1989,8,20,Sunday,5,0,0,331,0,25,117,9,145,0,35,0,0,0,0,0,0,0,0,1989,1
1989-08-21,1989,8,21,Monday,6,0,0,516,0,15,60,0,441,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-22,1989,8,22,Tuesday,14,0,0,990,0,42,97,168,583,0,100,0,0,0,0,0,0,0,0,1989,0
1989-08-23,1989,8,23,Wednesday,12,0,0,711,0,63,200,23,425,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-24,1989,8,24,Thursday,10,0,0,517,0,192,120,45,140,0,20,0,0,0,0,0,0,0,0,1989,0
1989-08-25,1989,8,25,Friday,14,0,0,1055,0,35,0,132,788,0,100,0,0,0,0,0,0,0,0,1989,0
1989-08-26,1989,8,26,Saturday,25,0,0,1511,0,362,185,121,843,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-27,1989,8,27,Sunday,3,0,0,122,0,0,0,11,111,0,0,0,0,0,0,0,0,0,0,1989,1
1989-08-28,1989,8,28,Monday,11,0,0,800,0,101,0,0,699,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-29,1989,8,29,Tuesday,4,0,0,244,0,12,0,12,140,0,80,0,0,0,0,0,0,0,0,1989,0
1989-08-30,1989,8,30,Wednesday,11,0,0,747,0,88,0,0,659,0,0,0,0,0,0,0,0,0,0,1989,0
1989-08-31,1989,8,31,Thursday,4,0,0,238,0,60,0,0,178,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-01,1989,9,1,Friday,13,0,0,566,0,94,0,78,394,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-02,1989,9,2,Saturday,24,0,0,1482,0,214,0,93,1095,0,80,0,0,0,0,0,0,0,0,1989,0
1989-09-03,1989,9,3,Sunday,10,0,0,457,0,85,0,139,233,0,0,0,0,0,0,0,0,0,0,1989,1
1989-09-04,1989,9,4,Monday,15,0,0,1178,0,272,0,30,816,0,60,0,0,0,0,0,0,0,0,1989,0
1989-09-05,1989,9,5,Tuesday,11,0,0,600,0,60,0,50,490,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-06,1989,9,6,Wednesday,18,0,0,1032,0,103,0,106,823,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-07,1989,9,7,Thursday,9,0,0,754,0,220,0,0,434,0,100,0,0,0,0,0,0,0,0,1989,0
1989-09-08,1989,9,8,Friday,18,0,0,1117,0,487,0,74,556,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-09,1989,9,9,Saturday,21,0,0,1388,0,237,0,114,1037,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-10,1989,9,10,Sunday,9,0,0,469,0,0,0,37,432,0,0,0,0,0,0,0,0,0,0,1989,1
1989-09-11,1989,9,11,Monday,12,0,0,1092,0,96,0,80,816,0,100,0,0,0,0,0,0,0,0,1989,0
1989-09-12,1989,9,12,Tuesday,14,0,0,606,0,148,0,140,318,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-13,1989,9,13,Wednesday,12,0,0,931,0,81,0,0,850,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-14,1989,9,14,Thursday,6,0,0,472,0,96,0,15,301,0,60,0,0,0,0,0,0,0,0,1989,0
1989-09-15,1989,9,15,Friday,16,0,0,1083,0,15,0,22,1046,0,0,0,0,0,0,0,0,0,0,1989,0
1989-09-16,1989,9,16,Saturday,13,0,0,1048,0,173,0,25,770,0,80,0,0,0,0,0,0,0,0,1989,0
1989-09-17,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1
1989-09-18,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-19,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-20,NA,NA,NA,Wednesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-21,NA,NA,NA,Thursday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-22,NA,NA,NA,Friday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-23,NA,NA,NA,Saturday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-24,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1
1989-09-25,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-26,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-27,NA,NA,NA,Wednesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-28,NA,NA,NA,Thursday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-29,NA,NA,NA,Friday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-09-30,1989,9,30,Saturday,3,0,0,230,0,20,0,0,130,0,80,0,0,0,0,0,0,0,0,1989,0
1989-10-01,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1
1989-10-02,1989,10,2,Monday,3,0,0,235,0,60,35,0,80,0,60,0,0,0,0,0,0,0,0,1989,0
1989-10-03,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-04,1989,10,4,Wednesday,4,0,0,250,0,10,0,0,140,0,100,0,0,0,0,0,0,0,0,1989,0
1989-10-05,NA,NA,NA,Thursday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-06,NA,NA,NA,Friday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-07,1989,10,7,Saturday,6,0,0,282,0,132,0,0,150,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-08,1989,10,8,Sunday,3,0,0,168,0,108,0,0,60,0,0,0,0,0,0,0,0,0,0,1989,1
1989-10-09,1989,10,9,Monday,4,0,0,290,0,50,0,0,130,0,110,0,0,0,0,0,0,0,0,1989,0
1989-10-10,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-11,1989,10,11,Wednesday,5,0,0,421,0,21,25,0,275,0,100,0,0,0,0,0,0,0,0,1989,0
1989-10-12,1989,10,12,Thursday,3,0,0,80,0,35,0,0,45,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-13,NA,NA,NA,Friday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-14,1989,10,14,Saturday,6,0,0,284,0,64,0,40,180,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-15,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1
1989-10-16,1989,10,16,Monday,5,0,0,153,0,53,35,0,50,0,15,0,0,0,0,0,0,0,0,1989,0
1989-10-17,1989,10,17,Tuesday,3,0,0,164,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-18,1989,10,18,Wednesday,4,0,0,195,0,20,0,0,175,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-19,NA,NA,NA,Thursday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-20,1989,10,20,Friday,3,0,0,63,0,50,0,13,0,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-21,1989,10,21,Saturday,5,0,0,250,0,105,0,0,145,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-22,1989,10,22,Sunday,3,0,0,42,0,7,0,0,35,0,0,0,0,0,0,0,0,0,0,1989,1
1989-10-23,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-24,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-25,1989,10,25,Wednesday,3,0,0,210,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-26,NA,NA,NA,Thursday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-27,1989,10,27,Friday,3,0,0,89,0,59,0,30,0,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-28,1989,10,28,Saturday,5,0,0,219,0,69,0,0,150,0,0,0,0,0,0,0,0,0,0,1989,0
1989-10-29,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1
1989-10-30,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-10-31,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-11-01,1989,11,1,Wednesday,6,0,0,265,0,90,0,0,175,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-02,1989,11,2,Thursday,5,0,0,140,0,115,0,10,15,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-03,NA,NA,NA,Friday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-11-04,1989,11,4,Saturday,12,0,0,551,0,273,0,15,263,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-05,1989,11,5,Sunday,5,0,0,103,0,83,0,0,20,0,0,0,0,0,0,0,0,0,0,1989,1
1989-11-06,1989,11,6,Monday,6,0,0,216,0,156,15,0,20,0,25,0,0,0,0,0,0,0,0,1989,0
1989-11-07,1989,11,7,Tuesday,4,0,0,145,0,105,0,0,40,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-08,1989,11,8,Wednesday,7,0,0,372,0,165,0,32,175,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-09,1989,11,9,Thursday,7,0,0,205,0,150,20,0,20,0,15,0,0,0,0,0,0,0,0,1989,0
1989-11-10,1989,11,10,Friday,4,0,0,147,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-11,1989,11,11,Saturday,8,0,0,264,0,139,0,0,125,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-12,1989,11,12,Sunday,4,0,0,107,0,2,10,0,65,0,30,0,0,0,0,0,0,0,0,1989,1
1989-11-13,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-11-14,1989,11,14,Tuesday,7,0,0,243,0,162,0,12,69,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-15,1989,11,15,Wednesday,5,0,0,285,0,75,25,0,165,0,20,0,0,0,0,0,0,0,0,1989,0
1989-11-16,1989,11,16,Thursday,3,0,0,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-17,1989,11,17,Friday,4,0,0,125,0,95,0,0,30,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-18,1989,11,18,Saturday,9,0,0,364,0,105,0,112,130,0,17,0,0,0,0,0,0,0,0,1989,0
1989-11-19,1989,11,19,Sunday,3,0,0,128,0,4,0,89,35,0,0,0,0,0,0,0,0,0,0,1989,1
1989-11-20,1989,11,20,Monday,5,0,0,232,0,147,0,0,85,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-21,1989,11,21,Tuesday,5,0,0,210,0,120,15,0,50,0,25,0,0,0,0,0,0,0,0,1989,0
1989-11-22,1989,11,22,Wednesday,9,0,0,323,0,173,0,0,150,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-23,NA,NA,NA,Thursday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,0
1989-11-24,1989,11,24,Friday,5,0,0,201,0,37,20,76,50,0,18,0,0,0,0,0,0,0,0,1989,0
1989-11-25,1989,11,25,Saturday,8,0,0,342,0,147,0,0,195,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-26,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1
1989-11-27,1989,11,27,Monday,4,0,0,125,0,78,35,0,0,0,12,0,0,0,0,0,0,0,0,1989,0
1989-11-28,1989,11,28,Tuesday,9,0,0,311,0,111,0,0,200,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-29,1989,11,29,Wednesday,7,0,0,255,0,64,0,51,140,0,0,0,0,0,0,0,0,0,0,1989,0
1989-11-30,1989,11,30,Thursday,4,0,0,96,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-01,1989,12,1,Friday,9,0,0,350,0,173,70,67,40,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-02,1989,12,2,Saturday,12,0,0,557,0,322,0,0,235,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-03,1989,12,3,Sunday,8,0,0,303,0,158,50,15,70,0,10,0,0,0,0,0,0,0,0,1989,1
1989-12-04,1989,12,4,Monday,8,0,0,333,0,233,0,0,100,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-05,1989,12,5,Tuesday,8,0,0,338,0,185,45,78,0,0,30,0,0,0,0,0,0,0,0,1989,0
1989-12-06,1989,12,6,Wednesday,12,0,0,518,0,198,0,110,210,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-07,1989,12,7,Thursday,5,0,0,127,0,92,0,0,35,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-08,1989,12,8,Friday,7,0,0,248,0,60,20,118,30,0,20,0,0,0,0,0,0,0,0,1989,0
1989-12-09,1989,12,9,Saturday,10,0,0,300,0,200,0,0,100,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-10,1989,12,10,Sunday,6,0,0,271,0,151,0,0,85,0,35,0,0,0,0,0,0,0,0,1989,1
1989-12-11,1989,12,11,Monday,7,0,0,224,0,57,0,72,95,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-12,1989,12,12,Tuesday,4,0,0,171,0,71,0,0,100,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-13,1989,12,13,Wednesday,8,0,0,375,0,48,0,94,173,0,60,0,0,0,0,0,0,0,0,1989,0
1989-12-14,1989,12,14,Thursday,8,0,0,398,0,216,0,35,147,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-15,1989,12,15,Friday,9,0,0,281,0,121,0,160,0,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-16,1989,12,16,Saturday,13,0,0,432,0,272,30,0,115,0,15,0,0,0,0,0,0,0,0,1989,0
1989-12-17,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1
1989-12-18,1989,12,18,Monday,5,0,0,126,0,86,0,0,40,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-19,1989,12,19,Tuesday,10,0,0,496,0,201,40,105,140,0,10,0,0,0,0,0,0,0,0,1989,0
1989-12-20,1989,12,20,Wednesday,11,0,0,375,0,140,0,0,235,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-21,1989,12,21,Thursday,5,0,0,116,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-22,1989,12,22,Friday,9,0,0,465,0,63,35,207,135,0,25,0,0,0,0,0,0,0,0,1989,0
1989-12-23,1989,12,23,Saturday,10,0,0,312,0,124,0,0,158,0,30,0,0,0,0,0,0,0,0,1989,0
1989-12-24,1989,12,24,Sunday,4,0,0,204,0,104,0,0,100,0,0,0,0,0,0,0,0,0,0,1989,1
1989-12-25,1989,12,25,Monday,4,0,0,166,0,136,20,0,0,0,10,0,0,0,0,0,0,0,0,1989,0
1989-12-26,1989,12,26,Tuesday,4,0,0,206,0,35,0,0,171,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-27,1989,12,27,Wednesday,6,0,0,170,0,28,0,50,92,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-28,1989,12,28,Thursday,9,0,0,316,0,110,0,56,150,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-29,1989,12,29,Friday,6,0,0,262,0,38,0,154,70,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-30,1989,12,30,Saturday,8,0,0,356,0,146,0,0,210,0,0,0,0,0,0,0,0,0,0,1989,0
1989-12-31,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1
1990-01-01,1990,1,1,Monday,6,0,0,431,0,185,80,60,81,25,0,0,0,0,0,0,0,0,0,1990,0
1990-01-02,1990,1,2,Tuesday,9,0,0,449,0,129,60,0,235,0,25,0,0,0,0,0,0,0,0,1990,0
1990-01-03,1990,1,3,Wednesday,13,0,0,603,0,208,0,80,315,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-04,1990,1,4,Thursday,11,0,0,576,0,281,0,0,230,30,35,0,0,0,0,0,0,0,0,1990,0
1990-01-05,1990,1,5,Friday,12,0,0,502,0,274,0,166,62,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-06,1990,1,6,Saturday,19,0,0,991,0,332,100,65,454,0,40,0,0,0,0,0,0,0,0,1990,0
1990-01-07,1990,1,7,Sunday,7,0,0,711,0,50,0,255,406,0,0,0,0,0,0,0,0,0,0,1990,1
1990-01-08,1990,1,8,Monday,12,0,0,621,0,251,0,120,230,20,0,0,0,0,0,0,0,0,0,1990,0
1990-01-09,1990,1,9,Tuesday,10,0,0,516,0,297,35,0,170,14,0,0,0,0,0,0,0,0,0,1990,0
1990-01-10,1990,1,10,Wednesday,8,0,0,391,0,84,0,40,267,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-11,1990,1,11,Thursday,11,0,0,666,0,211,0,84,336,0,35,0,0,0,0,0,0,0,0,1990,0
1990-01-12,1990,1,12,Friday,11,0,0,552,0,301,0,0,226,25,0,0,0,0,0,0,0,0,0,1990,0
1990-01-13,1990,1,13,Saturday,19,0,0,834,0,273,0,0,551,10,0,0,0,0,0,0,0,0,0,1990,0
1990-01-14,1990,1,14,Sunday,4,0,0,421,0,76,0,180,147,18,0,0,0,0,0,0,0,0,0,1990,1
1990-01-15,1990,1,15,Monday,6,0,0,236,0,13,0,15,208,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-16,1990,1,16,Tuesday,9,0,0,444,0,146,0,0,298,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-17,1990,1,17,Wednesday,11,0,0,374,0,118,0,0,256,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-18,1990,1,18,Thursday,11,0,0,471,0,234,0,62,175,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-19,1990,1,19,Friday,11,0,0,468,0,127,0,76,265,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-20,1990,1,20,Saturday,19,0,0,877,0,254,100,0,523,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-21,1990,1,21,Sunday,6,0,0,535,0,96,0,200,239,0,0,0,0,0,0,0,0,0,0,1990,1
1990-01-22,1990,1,22,Monday,9,0,0,389,0,211,0,58,120,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-23,1990,1,23,Tuesday,9,0,0,627,0,15,0,74,538,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-24,1990,1,24,Wednesday,11,0,0,508,0,200,0,104,204,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-25,1990,1,25,Thursday,10,0,0,531,0,170,0,68,293,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-26,1990,1,26,Friday,7,0,0,224,0,59,0,41,108,16,0,0,0,0,0,0,0,0,0,1990,0
1990-01-27,1990,1,27,Saturday,19,0,0,1002,0,216,80,0,706,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-28,1990,1,28,Sunday,4,0,0,110,0,43,0,0,55,12,0,0,0,0,0,0,0,0,0,1990,1
1990-01-29,1990,1,29,Monday,8,0,0,413,0,89,0,0,301,23,0,0,0,0,0,0,0,0,0,1990,0
1990-01-30,1990,1,30,Tuesday,5,0,0,249,0,77,0,52,120,0,0,0,0,0,0,0,0,0,0,1990,0
1990-01-31,1990,1,31,Wednesday,6,0,0,213,0,59,0,34,120,0,0,0,0,0,0,0,0,0,0,1990,0
1990-02-01,1990,2,1,Thursday,11,0,0,549,0,209,0,45,295,0,0,0,0,0,0,0,0,0,0,1990,0
1990-02-02,1990,2,2,Friday,14,0,0,645,0,142,45,83,325,0,50,0,0,0,0,0,0,0,0,1990,0
