date,trip_year,trip_month,trip_day,weekday,n_trips,n_csl_trips,prop_lobster,all_all,csl_all,all_hook_and_line,all_spear_or_hand,all_nets,all_traps,all_unknown,all_diving,all_combined_gears,csl_spear_or_hand,csl_traps,csl_nets,csl_hook_and_line,csl_unknown,csl_diving,csl_combined_gears,year,is_sunday
2004-05-13,2004,5,13,Thursday,36,13,0.361111111,3135,467,884,0,503,152,0,1596,0,0,0,11,0,0,456,0,2004,0
2004-05-14,2004,5,14,Friday,39,11,0.282051282,4009,374,1266,0,585,815,0,1343,0,0,0,19,0,0,355,0,2004,0
2004-05-15,2004,5,15,Saturday,36,8,0.222222222,2366,231,549,0,232,465,0,1120,0,0,0,10,0,0,221,0,2004,0
2004-05-16,2004,5,16,Sunday,22,6,0.272727273,1794,209,513,0,377,0,0,904,0,0,0,0,0,0,209,0,2004,1
2004-05-17,2004,5,17,Monday,31,9,0.290322581,2033,373,559,0,187,167,0,1120,0,0,0,0,0,0,373,0,2004,0
2004-05-18,2004,5,18,Tuesday,55,11,0.2,4345,318,1508,0,229,837,0,1771,0,0,0,0,0,0,318,0,2004,0
2004-05-19,2004,5,19,Wednesday,40,13,0.325,2956,455,895,0,0,167,0,1894,0,0,0,0,0,0,455,0,2004,0
2004-05-20,2004,5,20,Thursday,38,12,0.315789474,3454,375,1097,0,350,0,0,2007,0,0,0,0,0,0,375,0,2004,0
2004-05-21,2004,5,21,Friday,32,9,0.28125,3051,258,402,0,826,802,0,1021,0,0,0,10,0,0,248,0,2004,0
2004-05-22,2004,5,22,Saturday,32,11,0.34375,2305,466,467,0,0,478,0,1360,0,0,0,0,0,0,466,0,2004,0
2004-05-23,2004,5,23,Sunday,22,8,0.363636364,1680,240,580,0,395,99,0,606,0,0,0,6,0,0,234,0,2004,1
2004-05-24,2004,5,24,Monday,40,13,0.325,2828,434,818,0,355,184,0,1471,0,0,0,16,0,0,418,0,2004,0
2004-05-25,2004,5,25,Tuesday,41,10,0.243902439,3514,292,1291,0,189,703,0,1331,0,0,10,0,0,0,282,0,2004,0
2004-05-26,2004,5,26,Wednesday,35,11,0.314285714,2219,397,640,0,109,142,0,1328,0,0,0,0,0,0,397,0,2004,0
2004-05-27,2004,5,27,Thursday,26,10,0.384615385,2190,379,497,0,263,139,0,1291,0,0,0,0,0,0,379,0,2004,0
2004-05-28,2004,5,28,Friday,32,7,0.21875,2923,187,473,0,904,821,0,725,0,0,0,21,0,0,166,0,2004,0
2004-05-29,2004,5,29,Saturday,30,7,0.233333333,1969,248,352,0,0,423,0,1194,0,0,0,0,0,0,248,0,2004,0
2004-05-30,2004,5,30,Sunday,10,3,0.3,860,103,62,0,362,50,0,386,0,0,0,0,0,0,103,0,2004,1
2004-05-31,2004,5,31,Monday,15,6,0.4,1236,220,119,0,302,132,0,683,0,0,0,10,0,0,210,0,2004,0
2004-06-01,2004,6,1,Tuesday,48,11,0.229166667,4350,303,1112,0,970,556,0,1712,0,0,0,10,0,0,293,0,2004,0
2004-06-02,2004,6,2,Wednesday,42,11,0.261904762,3152,423,1005,0,299,454,0,1394,0,0,0,0,0,0,423,0,2004,0
2004-06-03,2004,6,3,Thursday,44,14,0.318181818,3493,489,1084,0,450,184,0,1775,0,0,21,0,0,0,468,0,2004,0
2004-06-04,2004,6,4,Friday,54,14,0.259259259,4976,452,997,0,1335,1133,0,1511,0,0,80,8,0,0,364,0,2004,0
2004-06-05,2004,6,5,Saturday,35,6,0.171428571,2669,236,611,0,640,398,0,1020,0,0,0,0,0,0,236,0,2004,0
2004-06-06,2004,6,6,Sunday,9,6,0.666666667,624,201,76,0,0,55,0,493,0,0,0,0,0,0,201,0,2004,1
2004-06-07,2004,6,7,Monday,29,9,0.310344828,2236,369,617,0,410,274,0,935,0,0,5,0,0,0,364,0,2004,0
2004-06-08,2004,6,8,Tuesday,43,10,0.23255814,3918,388,1019,0,827,720,0,1352,0,0,0,0,0,0,388,0,2004,0
2004-06-09,2004,6,9,Wednesday,32,11,0.34375,2229,532,507,0,0,171,0,1551,0,0,0,0,0,0,532,0,2004,0
2004-06-10,2004,6,10,Thursday,37,12,0.324324324,3292,455,711,0,663,70,0,1848,0,0,0,12,0,0,443,0,2004,0
2004-06-11,2004,6,11,Friday,36,11,0.305555556,3491,420,602,0,854,834,0,1201,0,0,0,0,0,0,420,0,2004,0
2004-06-12,2004,6,12,Saturday,34,9,0.264705882,2926,300,736,0,543,574,0,1073,0,0,20,20,0,0,260,0,2004,0
2004-06-13,2004,6,13,Sunday,13,0,0,971,0,334,0,240,246,0,151,0,0,0,0,0,0,0,0,2004,1
2004-06-14,2004,6,14,Monday,30,10,0.333333333,2538,312,588,0,521,409,0,1020,0,0,9,0,0,0,303,0,2004,0
2004-06-15,2004,6,15,Tuesday,37,10,0.27027027,2995,392,903,0,232,636,0,1224,0,0,0,10,0,0,382,0,2004,0
2004-06-16,2004,6,16,Wednesday,39,11,0.282051282,2423,467,714,0,100,273,0,1336,0,0,0,0,0,0,467,0,2004,0
2004-06-17,2004,6,17,Thursday,30,7,0.233333333,3783,311,807,0,1664,0,0,1312,0,0,0,16,0,0,295,0,2004,0
2004-06-18,2004,6,18,Friday,35,12,0.342857143,3561,496,439,0,880,809,0,1433,0,0,0,12,0,0,484,0,2004,0
2004-06-19,2004,6,19,Saturday,41,8,0.195121951,3591,312,586,0,575,784,0,1646,0,0,0,0,0,0,312,0,2004,0
2004-06-20,2004,6,20,Sunday,14,7,0.5,1698,309,217,0,222,90,0,1169,0,0,0,0,0,0,309,0,2004,1
2004-06-21,2004,6,21,Monday,24,7,0.291666667,2529,247,809,0,612,165,0,943,0,0,0,6,0,0,241,0,2004,0
2004-06-22,2004,6,22,Tuesday,33,9,0.272727273,2879,300,816,0,99,568,0,1396,0,0,0,0,0,0,300,0,2004,0
2004-06-23,2004,6,23,Wednesday,31,7,0.225806452,2575,345,462,0,568,213,0,1332,0,0,0,30,0,0,315,0,2004,0
2004-06-24,2004,6,24,Thursday,27,8,0.296296296,2773,350,369,0,872,537,0,995,0,0,40,0,0,0,310,0,2004,0
2004-06-25,2004,6,25,Friday,31,6,0.193548387,3274,215,237,0,1214,901,0,922,0,0,12,20,0,0,183,0,2004,0
2004-06-26,2004,6,26,Saturday,31,7,0.225806452,2686,334,382,0,630,514,0,1160,0,0,0,0,0,0,334,0,2004,0
2004-06-27,2004,6,27,Sunday,14,6,0.428571429,2013,277,447,0,500,0,0,1066,0,0,0,0,0,0,277,0,2004,1
2004-06-28,2004,6,28,Monday,26,5,0.192307692,2313,196,339,0,404,222,0,1348,0,0,0,16,0,0,180,0,2004,0
2004-06-29,2004,6,29,Tuesday,32,8,0.25,3616,325,319,0,410,779,0,2108,0,0,0,20,0,0,305,0,2004,0
2004-06-30,2004,6,30,Wednesday,20,4,0.2,1796,132,97,0,395,151,0,1153,0,0,0,0,0,0,132,0,2004,0
2004-07-01,2004,7,1,Thursday,32,8,0.25,3230,270,775,0,1215,253,0,987,0,0,0,0,0,0,270,0,2004,0
2004-07-02,2004,7,2,Friday,35,12,0.342857143,4137,381,682,0,993,678,0,1191,593,0,5,20,0,0,345,11,2004,0
2004-07-03,2004,7,3,Saturday,41,11,0.268292683,2688,319,489,0,16,886,20,1277,0,0,13,0,0,0,306,0,2004,0
2004-07-04,2004,7,4,Sunday,25,9,0.36,2270,247,546,0,705,94,0,925,0,0,0,10,0,0,237,0,2004,1
2004-07-05,2004,7,5,Monday,23,9,0.391304348,2455,309,248,0,561,397,0,1249,0,0,11,0,0,0,298,0,2004,0
2004-07-06,2004,7,6,Tuesday,28,7,0.25,2467,241,346,0,552,578,0,991,0,0,0,0,0,0,241,0,2004,0
2004-07-07,2004,7,7,Wednesday,33,7,0.212121212,2931,317,859,0,639,715,0,718,0,0,87,0,0,0,230,0,2004,0
2004-07-08,2004,7,8,Thursday,29,8,0.275862069,2614,317,402,0,984,72,0,1029,127,0,0,10,0,0,297,10,2004,0
2004-07-09,2004,7,9,Friday,32,9,0.28125,3413,341,824,0,618,600,0,872,499,0,0,0,0,0,325,16,2004,0
2004-07-10,2004,7,10,Saturday,34,7,0.205882353,2540,190,669,0,376,717,0,778,0,0,10,0,0,0,180,0,2004,0
2004-07-11,2004,7,11,Sunday,19,4,0.210526316,1567,75,386,0,700,130,0,351,0,0,13,0,0,0,62,0,2004,1
2004-07-12,2004,7,12,Monday,28,10,0.357142857,2461,416,423,0,437,327,0,1274,0,0,0,0,0,0,416,0,2004,0
2004-07-13,2004,7,13,Tuesday,28,9,0.321428571,1997,268,302,0,286,426,0,983,0,0,0,0,0,0,268,0,2004,0
2004-07-14,2004,7,14,Wednesday,34,14,0.411764706,2843,437,413,0,980,386,0,1064,0,0,0,20,0,0,417,0,2004,0
2004-07-15,2004,7,15,Thursday,32,16,0.5,3019,496,502,0,833,280,0,1404,0,0,38,9,0,0,449,0,2004,0
2004-07-16,2004,7,16,Friday,36,12,0.333333333,3566,326,665,0,500,696,0,1108,597,0,20,0,0,0,278,28,2004,0
2004-07-17,2004,7,17,Saturday,36,11,0.305555556,2003,342,539,0,14,478,0,972,0,0,4,0,0,0,338,0,2004,0
2004-07-18,2004,7,18,Sunday,24,9,0.375,1499,298,453,0,393,90,0,563,0,0,0,10,0,0,288,0,2004,1
2004-07-19,2004,7,19,Monday,30,11,0.366666667,2067,438,532,0,0,213,0,1322,0,0,0,0,0,0,438,0,2004,0
2004-07-20,2004,7,20,Tuesday,35,11,0.314285714,3805,302,562,0,1525,531,0,1187,0,0,0,3,0,0,299,0,2004,0
2004-07-21,2004,7,21,Wednesday,35,11,0.314285714,2275,356,892,0,200,202,0,981,0,0,0,0,0,0,356,0,2004,0
2004-07-22,2004,7,22,Thursday,29,8,0.275862069,1801,217,544,0,610,88,0,559,0,0,0,10,3,0,204,0,2004,0
2004-07-23,2004,7,23,Friday,36,12,0.333333333,3421,334,689,0,1122,774,0,741,95,0,55,14,0,0,245,20,2004,0
2004-07-24,2004,7,24,Saturday,45,9,0.2,3220,251,684,0,779,713,0,1044,0,0,0,0,0,0,251,0,2004,0
2004-07-25,2004,7,25,Sunday,21,8,0.380952381,997,206,220,0,0,81,0,696,0,0,0,0,0,0,206,0,2004,1
2004-07-26,2004,7,26,Monday,37,16,0.432432432,2974,485,572,0,531,148,0,1723,0,0,0,10,0,0,475,0,2004,0
2004-07-27,2004,7,27,Tuesday,32,13,0.40625,2404,490,465,0,77,427,0,1435,0,0,0,0,5,0,485,0,2004,0
2004-07-28,2004,7,28,Wednesday,34,11,0.323529412,2539,312,606,0,530,360,0,1043,0,0,9,0,0,0,303,0,2004,0
2004-07-29,2004,7,29,Thursday,33,11,0.333333333,3228,356,700,0,1092,323,0,1113,0,0,43,16,0,0,297,0,2004,0
2004-07-30,2004,7,30,Friday,26,9,0.346153846,3212,327,571,0,731,475,20,818,597,0,0,20,0,0,288,19,2004,0
2004-07-31,2004,7,31,Saturday,21,6,0.285714286,1377,218,273,0,0,486,0,618,0,0,0,0,0,0,218,0,2004,0
2004-08-01,2004,8,1,Sunday,28,13,0.464285714,2694,390,747,0,874,110,0,963,0,0,0,10,0,0,380,0,2004,1
2004-08-02,2004,8,2,Monday,36,15,0.416666667,3056,449,610,0,405,508,0,1533,0,0,0,0,0,0,449,0,2004,0
2004-08-03,2004,8,3,Tuesday,40,17,0.425,3339,480,810,0,152,789,0,1588,0,0,22,0,0,0,458,0,2004,0
2004-08-04,2004,8,4,Wednesday,42,18,0.428571429,3295,639,565,0,743,322,0,1665,0,0,0,0,0,0,639,0,2004,0
2004-08-05,2004,8,5,Thursday,33,14,0.424242424,3097,428,831,0,764,54,0,1448,0,0,0,0,0,0,428,0,2004,0
2004-08-06,2004,8,6,Friday,37,12,0.324324324,3555,354,662,0,447,898,0,1032,516,0,0,0,0,0,345,9,2004,0
2004-08-07,2004,8,7,Saturday,27,8,0.296296296,1625,246,480,0,139,337,0,609,60,0,0,0,0,0,246,0,2004,0
2004-08-08,2004,8,8,Sunday,17,7,0.411764706,979,231,400,0,150,75,0,354,0,0,0,0,0,0,231,0,2004,1
2004-08-09,2004,8,9,Monday,28,15,0.535714286,2165,532,367,0,148,301,0,1349,0,0,0,0,0,0,532,0,2004,0
2004-08-10,2004,8,10,Tuesday,30,8,0.266666667,2371,245,863,0,135,575,0,798,0,0,0,0,0,0,245,0,2004,0
2004-08-11,2004,8,11,Wednesday,37,14,0.378378378,2827,520,686,0,787,312,0,1042,0,0,18,20,0,0,482,0,2004,0
2004-08-12,2004,8,12,Thursday,29,9,0.310344828,2034,222,501,0,670,113,0,750,0,0,0,0,0,0,222,0,2004,0
2004-08-13,2004,8,13,Friday,30,13,0.433333333,3032,368,454,0,410,579,0,938,651,0,0,0,0,0,334,34,2004,0
2004-08-14,2004,8,14,Saturday,28,10,0.357142857,2112,332,505,0,0,435,0,1107,65,0,0,0,0,0,332,0,2004,0
2004-08-15,2004,8,15,Sunday,19,7,0.368421053,1362,203,268,0,391,27,0,676,0,0,0,30,0,0,173,0,2004,1
2004-08-16,2004,8,16,Monday,29,11,0.379310345,2668,399,492,0,500,392,0,1284,0,0,30,0,0,0,369,0,2004,0
2004-08-17,2004,8,17,Tuesday,39,14,0.358974359,3192,478,888,0,439,472,0,1213,180,0,0,0,0,0,478,0,2004,0
2004-08-18,2004,8,18,Wednesday,38,14,0.368421053,2633,524,683,0,330,272,0,1128,220,0,0,0,0,0,524,0,2004,0
2004-08-19,2004,8,19,Thursday,37,15,0.405405405,3467,513,1080,0,926,61,0,1400,0,0,0,10,0,0,503,0,2004,0
2004-08-20,2004,8,20,Friday,31,13,0.419354839,3149,357,485,0,233,815,0,1126,490,0,2,0,0,0,333,22,2004,0
2004-08-21,2004,8,21,Saturday,31,10,0.322580645,2198,355,557,0,277,443,0,921,0,0,0,0,0,0,355,0,2004,0
2004-08-22,2004,8,22,Sunday,16,8,0.5,802,226,388,0,0,0,0,414,0,0,0,0,0,0,226,0,2004,1
2004-08-23,2004,8,23,Monday,36,13,0.361111111,2655,400,753,0,442,513,0,947,0,0,27,0,0,0,373,0,2004,0
2004-08-24,2004,8,24,Tuesday,37,13,0.351351351,2808,323,972,0,364,485,0,857,130,0,0,6,0,0,317,0,2004,0
2004-08-25,2004,8,25,Wednesday,42,12,0.285714286,2678,331,1034,0,478,177,0,779,210,0,0,10,0,0,321,0,2004,0
2004-08-26,2004,8,26,Thursday,20,7,0.35,1932,291,426,0,616,79,0,811,0,0,0,12,0,0,279,0,2004,0
2004-08-27,2004,8,27,Friday,29,8,0.275862069,2972,201,597,0,636,551,0,537,651,0,0,0,0,0,189,12,2004,0
2004-08-28,2004,8,28,Saturday,23,6,0.260869565,2069,191,315,0,214,459,0,1081,0,0,0,0,0,0,191,0,2004,0
2004-08-29,2004,8,29,Sunday,15,7,0.466666667,1395,195,275,0,213,84,0,823,0,0,0,0,5,0,190,0,2004,1
2004-08-30,2004,8,30,Monday,25,9,0.36,2128,351,305,0,212,368,0,1243,0,0,0,0,0,0,351,0,2004,0
2004-08-31,2004,8,31,Tuesday,15,6,0.4,1552,227,429,0,0,339,0,784,0,0,0,0,0,0,227,0,2004,0
2004-09-01,2004,9,1,Wednesday,31,10,0.322580645,2435,297,597,0,253,170,0,1415,0,0,0,0,0,0,297,0,2004,0
2004-09-02,2004,9,2,Thursday,40,14,0.35,4198,503,608,0,1416,533,0,1641,0,0,45,0,0,0,458,0,2004,0
2004-09-03,2004,9,3,Friday,39,13,0.333333333,4056,417,651,0,587,716,0,1531,571,0,0,0,0,0,403,14,2004,0
2004-09-04,2004,9,4,Saturday,33,12,0.363636364,2902,332,456,0,871,497,0,1078,0,0,19,10,0,0,303,0,2004,0
2004-09-05,2004,9,5,Sunday,17,6,0.352941176,1237,241,436,0,122,0,0,679,0,0,0,0,0,0,241,0,2004,1
2004-09-06,2004,9,6,Monday,34,11,0.323529412,2288,328,427,0,389,327,0,1022,123,0,0,0,0,0,318,10,2004,0
2004-09-07,2004,9,7,Tuesday,32,11,0.34375,2026,353,797,0,149,263,0,817,0,0,0,0,0,0,353,0,2004,0
2004-09-08,2004,9,8,Wednesday,25,10,0.4,1430,342,387,0,175,140,0,728,0,0,0,0,0,0,342,0,2004,0
2004-09-09,2004,9,9,Thursday,31,13,0.419354839,3093,416,604,0,376,378,0,1237,498,0,35,0,0,0,381,0,2004,0
2004-09-10,2004,9,10,Friday,29,9,0.310344828,3486,244,665,0,1366,596,0,859,0,0,0,16,0,0,228,0,2004,0
2004-09-11,2004,9,11,Saturday,31,9,0.290322581,1883,261,688,0,0,417,0,778,0,0,22,0,0,0,239,0,2004,0
2004-09-12,2004,9,12,Sunday,18,7,0.388888889,1334,225,302,0,333,110,0,589,0,0,0,12,0,0,213,0,2004,1
2004-09-13,2004,9,13,Monday,35,12,0.342857143,2468,446,685,0,195,356,0,1232,0,0,11,0,0,0,435,0,2004,0
2004-09-14,2004,9,14,Tuesday,28,11,0.392857143,2107,391,615,0,220,273,0,999,0,0,0,0,0,0,391,0,2004,0
2004-09-15,2004,9,15,Wednesday,27,12,0.444444444,1609,530,511,0,0,90,0,1008,0,0,0,0,0,0,530,0,2004,0
2004-09-16,2004,9,16,Thursday,27,11,0.407407407,2654,340,392,0,1318,99,0,845,0,0,0,28,0,0,312,0,2004,0
2004-09-17,2004,9,17,Friday,25,11,0.44,2808,350,383,0,640,450,0,750,585,0,0,32,0,0,309,9,2004,0
2004-09-18,2004,9,18,Saturday,23,4,0.173913043,1749,119,270,0,375,575,0,464,65,0,6,0,0,0,113,0,2004,0
2004-09-19,2004,9,19,Sunday,15,0,0,1526,0,273,0,654,56,0,543,0,0,0,0,0,0,0,0,2004,1
2004-09-20,2004,9,20,Monday,33,11,0.333333333,2134,341,527,0,428,328,0,731,120,0,0,10,0,0,311,20,2004,0
2004-09-21,2004,9,21,Tuesday,35,14,0.4,3130,421,791,0,684,230,0,1425,0,0,0,0,0,0,421,0,2004,0
2004-09-22,2004,9,22,Wednesday,38,13,0.342105263,3678,503,867,0,1477,123,0,1211,0,0,0,0,0,0,503,0,2004,0
2004-09-23,2004,9,23,Thursday,35,17,0.485714286,2904,646,451,0,0,113,0,1816,524,0,0,0,0,0,646,0,2004,0
2004-09-24,2004,9,24,Friday,40,15,0.375,3500,520,653,0,827,619,57,1344,0,0,0,10,0,29,481,0,2004,0
2004-09-25,2004,9,25,Saturday,32,12,0.375,1893,370,549,0,0,291,0,968,85,0,8,0,0,0,362,0,2004,0
2004-09-26,2004,9,26,Sunday,21,6,0.285714286,1895,312,658,0,299,0,0,938,0,0,0,0,0,0,312,0,2004,1
2004-09-27,2004,9,27,Monday,38,11,0.289473684,2495,319,722,0,160,445,0,1168,0,0,0,0,0,0,319,0,2004,0
2004-09-28,2004,9,28,Tuesday,29,9,0.310344828,2120,222,696,0,315,261,0,848,0,0,0,10,0,0,212,0,2004,0
2004-09-29,2004,9,29,Wednesday,34,9,0.264705882,2328,271,805,0,522,154,0,847,0,0,10,0,0,0,261,0,2004,0
2004-09-30,2004,9,30,Thursday,26,8,0.307692308,2984,201,433,0,1199,505,0,847,0,0,45,14,0,0,142,0,2004,0
2004-10-01,2004,10,1,Friday,45,9,0.2,4453,317,755,0,773,574,75,1789,487,0,0,0,0,75,242,0,2004,0
2004-10-02,2004,10,2,Saturday,39,12,0.307692308,2818,266,340,0,452,573,50,1403,0,0,5,10,0,50,201,0,2004,0
2004-10-03,2004,10,3,Sunday,33,9,0.272727273,2272,319,590,0,324,131,90,1137,0,0,0,0,0,90,229,0,2004,1
2004-10-04,2004,10,4,Monday,50,17,0.34,4256,609,731,0,340,516,60,2609,0,0,0,30,0,60,519,0,2004,0
2004-10-05,2004,10,5,Tuesday,45,17,0.377777778,3789,453,771,0,212,156,0,2650,0,0,0,0,0,0,453,0,2004,0
2004-10-06,2004,10,6,Wednesday,44,14,0.318181818,3647,503,564,0,806,284,0,1993,0,0,7,0,0,0,496,0,2004,0
2004-10-07,2004,10,7,Thursday,44,11,0.25,3787,293,624,0,862,206,0,2095,0,0,0,0,0,0,293,0,2004,0
2004-10-08,2004,10,8,Friday,41,13,0.317073171,4056,397,757,0,631,624,0,1606,438,0,0,15,0,0,368,14,2004,0
2004-10-09,2004,10,9,Saturday,32,8,0.25,1800,253,498,0,0,363,0,939,0,0,0,0,0,0,253,0,2004,0
2004-10-10,2004,10,10,Sunday,24,7,0.291666667,2289,253,712,0,669,28,0,880,0,0,0,9,0,0,244,0,2004,1
2004-10-11,2004,10,11,Monday,42,15,0.357142857,3274,447,692,0,165,219,70,2013,115,0,0,0,0,70,362,15,2004,0
2004-10-12,2004,10,12,Tuesday,47,15,0.319148936,3947,491,813,0,255,475,76,2328,0,0,0,10,0,76,405,0,2004,0
2004-10-13,2004,10,13,Wednesday,45,14,0.311111111,3953,547,1005,0,608,214,82,2044,0,0,0,0,0,82,465,0,2004,0
2004-10-14,2004,10,14,Thursday,39,11,0.282051282,3352,397,436,0,1153,82,98,1583,0,0,0,0,0,98,299,0,2004,0
2004-10-15,2004,10,15,Friday,39,12,0.307692308,3552,417,677,0,388,527,100,1315,545,0,0,0,0,100,301,16,2004,0
2004-10-16,2004,10,16,Saturday,30,8,0.266666667,2806,247,343,0,600,756,0,1107,0,0,0,5,0,0,242,0,2004,0
2004-10-17,2004,10,17,Sunday,16,3,0.1875,739,58,247,0,0,108,0,384,0,0,0,0,0,0,58,0,2004,1
2004-10-18,2004,10,18,Monday,46,14,0.304347826,3847,423,640,0,993,438,0,1776,0,0,0,2,0,0,421,0,2004,0
2004-10-19,2004,10,19,Tuesday,41,14,0.341463415,3745,411,829,0,1006,228,0,1682,0,0,0,0,0,0,411,0,2004,0
2004-10-20,2004,10,20,Wednesday,40,15,0.375,3018,580,704,0,411,256,75,1572,0,0,0,0,0,75,505,0,2004,0
2004-10-21,2004,10,21,Thursday,44,14,0.318181818,3594,453,1026,0,675,71,60,1762,0,0,0,0,0,60,393,0,2004,0
2004-10-22,2004,10,22,Friday,49,15,0.306122449,5079,486,712,0,1143,876,70,1752,526,0,0,10,0,70,406,0,2004,0
2004-10-23,2004,10,23,Saturday,38,10,0.263157895,2460,312,593,0,0,582,90,1195,0,0,0,0,0,90,222,0,2004,0
2004-10-24,2004,10,24,Sunday,20,3,0.15,1405,101,490,0,272,22,0,621,0,0,0,0,0,0,101,0,2004,1
2004-10-25,2004,10,25,Monday,39,12,0.307692308,2818,284,661,0,332,320,0,1421,84,0,0,4,0,0,268,12,2004,0
2004-10-26,2004,10,26,Tuesday,30,13,0.433333333,2613,315,492,0,431,285,65,1340,0,0,0,12,0,0,303,0,2004,0
2004-10-27,2004,10,27,Wednesday,41,11,0.268292683,2852,348,701,0,270,284,0,1597,0,0,0,0,0,0,348,0,2004,0
2004-10-28,2004,10,28,Thursday,34,13,0.382352941,3289,375,259,0,1179,89,0,1762,0,0,0,0,0,0,375,0,2004,0
2004-10-29,2004,10,29,Friday,38,13,0.342105263,3718,539,408,0,534,689,0,1589,498,0,0,0,0,0,517,22,2004,0
2004-10-30,2004,10,30,Saturday,26,7,0.269230769,1702,239,411,0,211,408,0,672,0,0,0,20,0,0,219,0,2004,0
2004-10-31,2004,10,31,Sunday,14,0,0,1261,0,363,0,186,335,0,377,0,0,0,0,0,0,0,0,2004,1
2004-11-01,2004,11,1,Monday,41,12,0.292682927,3689,359,690,0,827,246,0,1832,94,0,0,0,0,0,343,16,2004,0
2004-11-02,2004,11,2,Tuesday,40,13,0.325,4104,427,886,0,744,470,0,2004,0,0,0,0,0,0,427,0,2004,0
2004-11-03,2004,11,3,Wednesday,47,14,0.29787234,3601,406,1034,0,595,323,0,1649,0,0,0,0,0,0,406,0,2004,0
2004-11-04,2004,11,4,Thursday,40,16,0.4,3723,612,1007,0,547,348,0,1821,0,0,96,0,0,0,516,0,2004,0
2004-11-05,2004,11,5,Friday,38,8,0.210526316,3194,258,555,0,807,689,0,1093,50,0,0,0,0,0,258,0,2004,0
2004-11-06,2004,11,6,Saturday,33,9,0.272727273,3175,329,870,0,1129,360,0,746,70,0,0,0,0,0,329,0,2004,0
2004-11-07,2004,11,7,Sunday,19,4,0.210526316,1642,148,521,0,430,27,0,664,0,0,0,0,0,0,148,0,2004,1
2004-11-08,2004,11,8,Monday,29,7,0.24137931,2775,232,351,0,941,431,0,1052,0,0,0,0,0,0,232,0,2004,0
2004-11-09,2004,11,9,Tuesday,34,10,0.294117647,2746,352,603,0,196,369,0,1578,0,0,0,0,0,0,352,0,2004,0
2004-11-10,2004,11,10,Wednesday,35,11,0.314285714,3108,344,632,0,490,205,0,1781,0,0,0,0,0,0,344,0,2004,0
2004-11-11,2004,11,11,Thursday,31,13,0.419354839,2855,532,703,0,517,324,0,1311,0,0,107,0,0,0,425,0,2004,0
2004-11-12,2004,11,12,Friday,37,12,0.324324324,3922,463,459,0,1373,850,0,1240,0,0,0,0,0,0,463,0,2004,0
2004-11-13,2004,11,13,Saturday,30,12,0.4,2535,430,438,0,589,239,0,1269,0,0,0,0,0,0,430,0,2004,0
2004-11-14,2004,11,14,Sunday,20,8,0.4,1593,305,367,0,475,131,0,620,0,0,0,0,0,0,305,0,2004,1
2004-11-15,2004,11,15,Monday,32,8,0.25,2512,308,638,0,380,255,0,1239,0,0,0,0,0,0,308,0,2004,0
2004-11-16,2004,11,16,Tuesday,36,10,0.277777778,3368,355,595,0,653,552,0,1568,0,0,0,0,0,0,355,0,2004,0
2004-11-17,2004,11,17,Wednesday,41,16,0.390243902,3301,456,464,0,601,266,0,1970,0,0,0,0,0,0,456,0,2004,0
2004-11-18,2004,11,18,Thursday,32,14,0.4375,2824,467,431,0,422,174,0,1797,0,0,92,0,0,0,375,0,2004,0
2004-11-19,2004,11,19,Friday,42,11,0.261904762,4359,461,479,0,1486,872,0,1522,0,0,0,0,0,0,461,0,2004,0
2004-11-20,2004,11,20,Saturday,37,10,0.27027027,2572,314,555,0,725,378,0,914,0,0,0,0,0,0,314,0,2004,0
2004-11-21,2004,11,21,Sunday,21,4,0.19047619,1057,118,336,0,0,33,0,688,0,0,0,0,0,0,118,0,2004,1
2004-11-22,2004,11,22,Monday,39,14,0.358974359,3028,421,662,0,380,360,0,1531,95,0,0,0,0,0,401,20,2004,0
2004-11-23,2004,11,23,Tuesday,41,12,0.292682927,3507,443,797,0,652,297,0,1671,90,0,0,0,0,0,443,0,2004,0
2004-11-24,2004,11,24,Wednesday,35,10,0.285714286,3078,328,705,0,458,276,0,1639,0,0,0,0,0,0,328,0,2004,0
2004-11-25,2004,11,25,Thursday,30,10,0.333333333,2534,371,626,0,286,0,0,1622,0,0,0,0,0,0,371,0,2004,0
2004-11-26,2004,11,26,Friday,38,11,0.289473684,3846,453,545,0,1114,904,0,1283,0,0,105,0,0,0,348,0,2004,0
2004-11-27,2004,11,27,Saturday,33,7,0.212121212,2313,231,565,0,496,494,0,758,0,0,0,0,0,0,231,0,2004,0
2004-11-28,2004,11,28,Sunday,15,4,0.266666667,1310,169,109,0,382,64,0,755,0,0,0,0,0,0,169,0,2004,1
2004-11-29,2004,11,29,Monday,32,10,0.3125,2657,408,477,0,351,306,0,1523,0,0,0,0,0,0,408,0,2004,0
2004-11-30,2004,11,30,Tuesday,33,9,0.272727273,3683,317,583,0,949,810,0,1341,0,0,55,0,0,0,262,0,2004,0
2004-12-01,2004,12,1,Wednesday,34,10,0.294117647,2853,347,1262,0,238,144,0,1209,0,0,0,0,0,0,347,0,2004,0
2004-12-02,2004,12,2,Thursday,35,11,0.314285714,3751,355,1248,0,1423,55,0,1025,0,0,10,15,0,0,330,0,2004,0
2004-12-03,2004,12,3,Friday,43,12,0.279069767,4829,450,1256,0,970,1043,0,1088,472,0,81,0,0,0,355,14,2004,0
