date,year,month,weekday,n_trips,n_csl_trips,all_all,csl_all,max_wind_ms,max_wind_kt,max_gust_ms,max_gust_kt,max_swh_m,population,csl_trips_per_1k,all_trips_per_1k,csl_lbs_per_1k,all_lbs_per_1k,is_sunday,wind_ok,wave_ok,fdi,fdi_rolling
1985-01-12,1985,1,Saturday,37.0,3.0,1359.0,72.0,5.084085983733076,9.88267252616577,7.247012,14.08706434516388,1.1564312,100760,0.029773719730051607,0.36720921000396983,0.7145692735212386,13.487495037713378,0,1,1,1,
1985-01-13,1985,1,Sunday,13.0,0.0,684.0,0.0,5.104778500018116,9.92289555993068,7.0742517,13.751245187918132,0.95973045,100760,0.0,0.12901945216355698,0.0,6.788408098451767,1,1,1,1,
1985-01-14,1985,1,Monday,19.0,0.0,861.0,0.0,8.171626020458673,15.884370214209218,10.611546,20.627195222481543,1.3519369,100760,0.0,0.1885668916236602,0.0,8.54505756252481,0,1,1,1,
1985-01-15,1985,1,Tuesday,17.0,0.0,843.0,0.0,8.357714405768997,16.246097096647688,11.190141,21.751893925173093,1.4476577,100760,0.0,0.1687177451369591,0.0,8.366415244144502,0,1,1,1,
1985-01-16,1985,1,Wednesday,19.0,0.0,733.0,0.0,6.409944132461526,12.459934583093167,8.368956,16.26794900765244,1.0356452,100760,0.0,0.1885668916236602,0.0,7.274712187375943,0,1,1,1,
1985-01-17,1985,1,Thursday,11.0,0.0,321.0,0.0,7.780671604641096,15.124415627181053,10.926467,21.23935267311683,1.1457021,100760,0.0,0.1091703056768559,0.0,3.185788011115522,0,1,1,1,
1985-01-18,1985,1,Friday,27.0,0.0,1139.0,0.0,5.7529729124434335,11.18288469697242,8.854518,17.211806025905823,1.1029629,100760,0.0,0.26796347757046446,0.0,11.304088924176261,0,1,1,1,
1985-01-19,1985,1,Saturday,30.0,0.0,1148.0,0.0,6.89109285186439,13.395212870174982,9.036661,17.56586369284789,1.1341559,100760,0.0,0.29773719730051607,0.0,11.393410083366415,0,1,1,1,
1985-01-20,1985,1,Sunday,15.0,0.0,431.0,0.0,7.958220964519957,15.469543972084605,11.29633,21.958308827721698,1.219997,100760,0.0,0.14886859865025803,0.0,4.277491067884081,1,1,1,1,
1985-01-21,1985,1,Monday,17.0,0.0,907.0,0.0,6.7254096415754665,13.073150474769346,8.988368,17.47198961089232,1.1122159,100760,0.0,0.1687177451369591,0.0,9.001587931718937,0,1,1,1,
1985-01-22,1985,1,Tuesday,13.0,0.0,448.0,0.0,5.555309195365798,10.798657169658139,7.61164,14.795844473863601,0.9304079,100760,0.0,0.12901945216355698,0.0,4.44620881302104,0,1,1,1,
1985-01-23,1985,1,Wednesday,14.0,0.0,607.0,0.0,6.335750361830167,12.315713430859075,8.902314,17.304714017149863,0.96770644,100760,0.0,0.1389440254069075,0.0,6.024215958713775,0,1,1,1,
1985-01-24,1985,1,Thursday,16.0,0.0,574.0,0.0,7.139761989752858,13.87858700369253,9.989938,19.41888593674162,1.240246,100760,0.0,0.15879317189360856,0.0,5.696705041683208,0,1,1,1,
